Date,C2,C3,C5,C7,C8,C9,C10,C14,C16,C17,C5TC_180,C5TC_182
4/25/2025,8.371,19.755,7.815,10.25,14214,36594,14532,16375,-1500,14.761,15667,15667
4/28/2025,8.493,19.845,8.07,10.779,15786,36906,15550,16485,-1188,14.806,16420,16420
4/29/2025,8.436,19.695,8.005,10.714,16071,36844,15555,16190,-1213,14.739,16408,16408
4/30/2025,8.436,19.45,8.025,10.6,15750,36788,15677,15845,-1213,14.594,16265,16265
5/1/2025,8.436,19.375,8.061,11.121,17821,37593,15967,15788,-1214,14.529,16941,16941
5/2/2025,8.443,19.345,8.005,11.314,18357,38719,15941,15900,-1188,14.483,17241,17241
5/5/2025,8.443,19.345,8.005,11.314,18357,38719,15941,15900,-1188,14.483,17241,17241
5/6/2025,8.407,19.156,7.9,11.243,18250,38063,15290,15633,-1231,14.413,16897,16897
5/7/2025,8.221,18.91,7.8,10.957,16821,36844,14827,14928,-1600,14.267,16050,16050
5/8/2025,8.043,18.405,7.69,10.079,13143,35375,14359,13822,-1769,13.986,14532,14532
5/9/2025,7.864,18.215,7.49,9.957,13071,35075,13668,13400,-2000,13.878,14169,14169
5/12/2025,7.936,18.36,7.56,10.021,13214,35250,13896,13617,-1869,13.939,14354,14354
5/13/2025,7.9,18.185,7.415,9.886,12679,35094,13140,13020,-1900,13.844,13859,13859
5/14/2025,7.836,18.155,7.3,9.879,12557,35844,12482,12717,-2000,13.828,13670,13670
5/15/2025,8.05,18.665,7.47,10.257,13564,37750,13205,13883,-1525,14.1,14691,14691
5/16/2025,8.321,19.405,8.195,11.326,17036,38719,15918,15161,-1063,14.5,16736,16736
5/19/2025,8.071,18.67,7.705,11.071,16593,37813,13873,13944,-1388,14.022,15656,15656
5/20/2025,8.02,18.27,7.885,11.027,16350,37088,14395,13206,-1356,13.961,15454,15454
5/21/2025,8.057,18.585,8.215,10.85,15679,34188,15723,13672,-1275,13.961,15383,15383
5/22/2025,8.143,18.755,8.36,10.851,15572,33938,16532,14011,-1325,14.039,15605,15605
5/23/2025,8.107,18.835,8.55,10.829,15321,33813,17236,14194,-1263,14.108,15757,15757
5/26/2025,8.107,18.835,8.55,10.829,15321,33813,17236,14194,-1263,14.108,15757,15757
5/27/2025,8.057,19.12,8.27,10.357,13071,33500,16491,14411,-1406,14.228,15005,15005
5/28/2025,8.029,19.67,8.35,10.336,13214,33975,17127,15522,-1387,14.428,15539,15539
5/29/2025,8.314,20.106,8.767,10.909,15921,35393,18590,16613,-1050,14.719,17074,17074
5/30/2025,8.693,22,8.945,11.587,17679,37000,19414,20283,-669,15.856,18885,18885
6/2/2025,8.693,21.99,8.965,11.601,17893,37313,19764,20306,-669,15.9,19071,19071
6/3/2025,8.687,21.884,9.265,11.61,18016,37626,20975,20081,-974,15.845,19350,19350
6/4/2025,9.093,22.3,9.76,11.914,18786,39063,23277,20933,-450,16.217,20576,20576
6/5/2025,9.836,24.594,10.544,12.493,21000,41143,26810,25306,1357,17.869,23592,23592
6/6/2025,9.971,24.489,10.445,12.643,21436,41344,26300,25100,1556,17.775,23572,23572
6/9/2025,10.057,24.133,10.091,14.271,27857,43357,25070,24433,1607,17.75,24961,24961
6/10/2025,9.993,23.41,9.74,14.536,28714,43594,23795,22990,1556,16.772,24519,24519
6/11/2025,10.293,24.77,9.51,14.993,30371,46325,22882,25275,2050,17.372,25679,25679
6/12/2025,10.914,26.3,10.37,16.443,35929,52125,26150,27845,3875,19.489,29481,29481
6/13/2025,11.25,26.63,11.015,16.9,36857,54406,28682,28270,4906,19.678,30866,30866
6/16/2025,11.321,26.6,10.99,17.057,37107,55063,28495,28125,5031,19.75,30944,30944
6/17/2025,11.287,26.075,10.42,17.194,38051,55626,26082,26965,5033,19.456,30357,30357
6/18/2025,11.207,24.53,9.52,17.414,38500,54250,22127,23650,5563,18.683,28546,28546
6/19/2025,10.936,22.85,9.315,16.221,33714,51625,20191,19988,4781,17.574,25524,25524
6/20/2025,10.836,22.395,9.24,15.34,30264,49563,19423,18780,4531,17.311,23879,23879
6/23/2025,10.707,22.47,9.175,15.097,29393,48656,18968,18705,4150,17.372,23367,23367
6/24/2025,10.721,23.175,8.923,14.936,29071,48438,18086,20065,4000,17.589,23360,23360
6/25/2025,10.314,22.55,8.41,14.636,28214,48094,16436,19840,3662,17.183,22592,22592
6/26/2025,9.836,21.62,6.88,13.864,25750,44063,10282,18567,2313,16.594,19447,19447
6/27/2025,9.457,20.935,6.67,13.55,24821,43062,9141,17340,1594,16.15,18408,18408
6/30/2025,9.157,19.985,6.905,13.229,23393,41413,9655,15755,1063,15.783,17510,17510
7/1/2025,8.986,19.415,6.945,12.883,21821,40350,9923,14387,800,15.417,16677,16677
7/2/2025,8.936,18.77,7.06,12.686,20893,40056,10261,13305,963,15,16242,16242
7/3/2025,8.693,18.75,7.385,12.129,18643,39125,11859,13061,-613,13.978,15705,15705
7/4/2025,8.456,18.672,7.44,11.891,17714,38294,12264,13051,-1294,13.911,15382,15382
7/7/2025,8.386,18.605,7.565,11.664,17000,36888,12805,13075,-1594,13.889,15132,15132
7/8/2025,8.186,18.445,7.515,11.314,15757,35106,12782,12683,-1381,13.711,14521,14521
7/9/2025,8.143,18.425,7.315,10.871,13786,33900,12018,12701,-1188,13.617,13715,13715
7/10/2025,8.193,18.82,7.535,10.55,12214,34163,12980,13384,-931,13.814,13799,13799
7/11/2025,8.929,19.985,8.22,12.364,19929,37150,15814,15490,6,14.672,17453,17453
7/14/2025,9.291,20.4,8.138,14.35,26000,39525,15995,16677,194,15.044,19633,19633
7/15/2025,9.471,20.995,8.42,14.767,28786,40700,16909,17695,544,15.356,21003,21003
7/16/2025,9.7,21.455,8.795,14.917,28750,41500,18645,18927,1119,15.619,21908,21908
7/17/2025,10.364,22.714,9.745,15.471,30500,48750,23064,21220,2119,16.58,25055,25055
7/18/2025,10.85,23.045,9.62,15.4,31000,50563,22732,21960,2650,16.939,25575,25575
7/21/2025,10.857,22.93,9.51,14.621,28571,49875,22432,21625,2625,16.911,24720,24720
7/22/2025,11.35,23.115,9.565,15.05,30000,50375,22623,22060,3375,17.167,25390,25390
7/23/2025,11.757,23.88,10.05,15.786,32571,54688,25227,23515,4188,17.639,27688,27688
7/24/2025,12.164,24.7,10.575,17.821,41071,57688,27650,25338,5625,18.25,31429,31429
7/25/2025,12.243,24.745,10.285,18.214,42357,60094,26223,25413,5969,18.258,31756,31756
7/28/2025,12.143,24.585,10.25,18.049,41500,59656,26118,25018,5438,18.119,31296,31296
7/29/2025,11.8,24.005,9.952,16.857,36821,55088,24882,23855,4438,17.789,28830,28830
7/30/2025,11.414,23.415,9.775,15.693,32357,50125,24023,22495,3500,17.328,26422,26422
7/31/2025,11.507,23.805,10.295,15.557,31643,49500,25914,23235,3781,17.594,26858,26858
8/1/2025,11.664,24.185,10.67,15.479,31214,49625,27300,23905,4188,17.839,27331,27331
8/4/2025,11.6,23.915,9.915,15.171,30214,49000,24595,23470,3938,17.711,26187,26187
8/5/2025,11.393,23.665,9.6,14.393,27607,48063,23286,23010,3563,17.456,24929,24929
8/6/2025,11.629,24.135,10.37,14.629,28786,48750,26486,24070,4038,17.739,26434,26434
8/7/2025,11.714,24.075,9.985,14.871,29964,50094,25236,23955,4200,18.483,26576,26576
8/8/2025,11.907,25.02,10.6,14.879,29679,50188,27818,25965,4619,19.017,27716,27716
8/11/2025,11.9,25.035,10.475,14.871,29286,49969,27468,25965,4638,19.033,27506,27506
8/12/2025,11.879,24.925,10.16,14.814,29000,49438,26486,25735,4506,18.861,27048,27048
8/13/2025,12.179,25.075,9.975,14.814,29036,50813,25955,25795,5263,18.894,27206,27206
8/14/2025,12.207,25.1,10.145,14.75,28786,50813,26718,25985,5438,18.944,27404,27404
8/15/2025,12.171,24.872,9.897,15.029,30357,50281,25535,25550,5419,18.806,27323,27323
8/18/2025,12.079,24.51,9.767,14.829,29214,49844,24873,24880,5325,18.324,26638,26638
8/19/2025,11.843,24,9.195,14.493,27821,48500,21986,23955,4550,17.911,25072,25072
8/20/2025,11.55,23.475,9.04,13.664,25250,46906,21200,23240,3938,17.489,23778,23778
8/21/2025,11.3,23.269,8.75,13.079,23143,44406,19777,22820,3456,17.338,22418,22418
8/22/2025,11.334,23.44,9.395,13.129,23214,44094,22168,23365,3688,17.422,23160,23160
8/25/2025,11.334,23.44,9.395,13.129,23214,44094,22168,23365,3688,17.422,23160,23160
8/26/2025,11.8,24.72,10.72,13.129,22607,44250,28068,25515,4488,18.183,25140,25140
8/27/2025,11.886,24.71,10.325,13.107,22536,44469,26364,25555,4906,18.111,24786,24786
8/28/2025,11.7,24.435,10.025,12.821,21750,42781,25323,25020,4375,17.939,23918,23918
8/29/2025,11.864,24.48,10.2,12.907,21829,42975,26105,25280,4656,18.222,24257,24257
9/1/2025,12.114,24.465,10.265,12.893,21791,43039,26464,25280,5531,18.456,24455,24455
9/2/2025,11.807,24.265,10.11,12.843,21429,42438,25677,24725,4588,18.339,23836,23836
9/3/2025,11.636,23.695,9.952,12.5,20464,41938,24764,23715,4125,18.011,22994,22994
9/4/2025,11.614,23.655,10.11,12.529,20729,42938,25655,23535,4063,17.967,23355,23355
9/5/2025,11.493,23.57,9.99,12.843,21893,43188,25155,23440,3938,17.9,23513,23513
9/8/2025,11.586,23.675,10.36,12.936,22329,43381,26800,23715,4131,18,24150,24150
9/9/2025,11.721,24.06,10.51,13.129,23107,44250,27780,24685,4738,18.209,25017,25017
9/10/2025,11.793,24.09,10.59,13.55,24214,44594,28045,24875,4856,18.261,25465,25465
9/11/2025,12.321,23.71,10.295,13.486,24243,44494,26620,24050,7425,18.006,25218,25218
9/12/2025,12.379,23.59,10.245,13.5,24593,45219,26669,23940,8031,17.961,25457,25457
9/15/2025,12.486,23.78,10.62,13.543,24807,45594,28485,24435,8200,18.233,26156,26156
9/16/2025,12.514,23.94,10.4,13.721,25571,47250,27720,24725,8263,18.294,26443,26443
9/17/2025,12.636,24.03,10.585,14.321,27750,48250,28580,24820,8375,18.35,27366,27366
9/18/2025,12.779,24.52,10.955,14.557,28536,48813,30205,25780,8450,18.644,28288,28288
9/19/2025,12.886,24.77,10.94,14.721,28900,49125,29975,26320,8519,18.767,28504,28504
9/22/2025,12.739,24.845,10.775,14.264,27357,49063,29000,26495,8456,18.772,27903,27903
9/23/2025,12.914,25.015,10.77,14.9,29786,49644,29195,27000,8550,18.891,28770,28770
9/24/2025,13.143,25.75,10.815,15.129,30643,51125,29570,28345,8844,19.333,29636,29636
9/25/2025,13.243,25.985,11,15.207,31179,51500,30490,28855,9000,19.511,30194,30194
9/26/2025,13.286,25.935,10.9,15.293,31229,51506,30090,28680,9106,19.472,30076,30076
9/29/2025,13.079,25.755,10.575,15.193,30793,51063,28265,27870,8906,19.353,29228,29228
9/30/2025,12.564,24.74,10.095,14.664,29143,49281,25865,26020,7906,18.75,27405,27405
10/1/2025,12.014,23.725,9.07,13.443,24536,44906,21685,23870,6656,17.944,23968,23968
10/2/2025,11.9,23.52,8.91,12.8,22143,42625,20240,23520,6063,17.767,22562,22562
10/3/2025,11.814,23.533,8.975,12.729,21964,42688,20483,23556,6063,17.825,22595,22595
10/6/2025,11.9,23.872,9.295,12.836,22393,43906,21894,24420,6306,17.919,23453,23453
10/7/2025,12.007,23.967,9.46,12.9,22807,44188,22605,24900,6606,18,23927,23927
10/8/2025,12.057,24.05,9.5,13.121,23643,44844,22725,24872,6688,17.986,24252,24252
10/9/2025,11.25,23.55,9.39,12.65,21857,44063,22085,24056,4750,17.686,23101,23101
10/10/2025,11.171,23.56,9.625,12.636,21693,42751,23277,24110,4813,17.738,23216,23216
10/13/2025,11.557,25.2,12.15,13.243,23743,45250,35214,28010,5875,18.831,28132,28132
10/14/2025,11.256,23.709,10.305,12.713,22281,43694,27800,25264,5117,17.822,24938,24938
10/15/2025,11.094,23.295,10.165,12.468,21450,42628,27095,24495,4772,17.561,24185,24185
10/16/2025,11.281,24.213,10.555,12.613,22000,43389,28845,26241,5306,18.172,25358,25358
10/17/2025,11.344,24.523,10.485,12.744,22844,44056,28559,27209,5778,18.383,25882,25882
10/20/2025,11.394,24.518,10.48,12.763,22969,44250,28523,27182,5956,18.356,25944,25944
10/21/2025,11.431,24.605,10.69,12.825,23188,44378,29809,27355,6150,18.428,26404,26404
10/22/2025,11.306,24.309,10.75,12.738,22831,44211,30236,26555,6133,18.28,26199,26199
10/23/2025,11.313,23.659,10.405,12.638,22419,43833,28759,25286,6171,17.889,25367,25367
10/24/2025,11.238,22.845,9.705,12.4,21644,42989,25382,23686,6078,17.372,23811,23811
10/27/2025,11.163,22.764,9.625,12.338,21294,43083,24991,23382,5856,17.328,23534,23534
10/28/2025,11.1,22.477,9.347,12.365,21363,44000,23479,22650,5728,17.189,23089,23089
10/29/2025,11.244,22.773,9.325,12.575,22063,44306,23582,23368,6311,17.289,23580,23580
10/30/2025,11.406,23.377,9.515,12.894,23094,45222,24250,24491,6528,17.817,24428,24428
10/31/2025,11.394,23.314,9.28,13.013,23344,45639,23368,24400,6444,17.794,24288,24288
11/3/2025,11.325,23.014,9.12,13.031,23438,45917,22514,23747,6322,17.606,23955,23955
11/4/2025,11.331,22.991,9.485,13.163,23813,46183,23877,23784,6419,17.648,24444,24444
11/5/2025,11.469,23.168,10.085,13.375,24813,46417,26482,24400,6778,17.811,25573,25573
11/6/2025,11.669,23.432,10.55,13.675,26075,47389,28850,25273,7322,17.972,26888,26888
11/7/2025,12.106,23.418,10.365,14.419,29469,48050,28080,25232,8056,17.993,27709,27709
11/10/2025,12,23.305,10.32,14.3,28844,45556,27930,24723,7950,17.908,27063,27063
11/11/2025,11.906,23.123,10.245,14.163,28078,44450,27535,24132,7811,17.818,26469,26469
11/12/2025,11.725,22.727,9.5,13.981,27219,43944,24050,23268,7517,17.62,25067,25067
11/13/2025,11.819,22.777,10.035,14.206,28250,44306,26315,23355,7694,17.68,25980,25980
11/14/2025,12.113,23.505,10.295,14.45,29094,44817,27460,24882,8056,17.98,26968,26968
11/17/2025,12.275,23.605,10.315,14.688,30156,46417,27770,25118,8267,18.075,27597,27597
11/18/2025,12.631,24.377,10.785,15.05,31450,47961,30147,26650,8828,18.495,29160,29160
11/19/2025,12.906,24.727,10.785,15.681,33938,48794,30197,27468,9233,18.715,30154,30154
11/20/2025,13.064,24.72,10.785,15.8,34000,48831,30315,27480,9531,18.689,30244,30244
11/21/2025,13.113,24.632,10.48,16.188,34856,49778,29150,27414,9717,18.627,30292,30292
11/24/2025,13.25,24.741,10.695,16.206,34956,50167,30245,27482,9950,18.675,30685,30685
11/25/2025,13.488,24.745,10.595,16.219,35356,50567,30161,27764,10372,18.675,30938,30938
11/26/2025,14.125,24.691,10.96,17.156,39938,52528,31625,28082,13461,18.775,33160,33160
11/27/2025,15.088,24.523,11.605,17.55,41688,56278,34595,27818,16583,19.655,35133,35133
11/28/2025,15.625,25.091,11.89,18.131,43750,61778,36180,29105,17417,19.955,37158,37158
12/1/2025,16.025,25.282,12.075,18.319,44406,62944,37040,29582,17722,20.175,37840,37840
12/2/2025,16.144,25.436,12.21,18.588,45313,63500,37915,29882,17694,20.25,38427,38427
12/3/2025,17.731,25.868,12.605,22.46,61938,70611,40290,30877,20556,20.675,44672,44672
12/4/2025,17.738,25.718,12.075,22.366,61875,71500,37815,30632,20722,21.465,44108,44108
12/5/2025,17.275,25.059,12.02,21.556,59125,65583,37465,29445,19556,20.965,42151,42151
12/8/2025,17.038,24.823,12.115,21.306,57563,64694,37865,28773,19472,19.58,41571,41571
12/9/2025,16.419,24.168,11.64,19.963,51438,61028,35560,27127,17944,18.955,38403,38403
12/10/2025,16,22.764,10.855,19.156,48000,59056,31730,24323,17050,18.14,35527,35527
12/11/2025,15.288,22.014,10.13,18.188,43813,55556,27875,23032,15556,17.52,32569,32569
12/12/2025,14.075,21.886,10.49,16.675,37375,53111,29540,22886,13133,17.41,30731,30731
12/15/2025,13.631,22.155,10.82,16.244,36000,52806,31443,23477,12083,17.595,30841,30841
12/16/2025,14.088,24.995,10.525,16.444,36450,53056,30050,27741,12861,18.66,31800,31800
12/17/2025,14.3,24.295,10.365,15.744,34438,51917,28990,26818,12683,18.275,30637,30637
12/18/2025,14.25,24.073,10.5,15.438,33525,51278,29520,26959,12556,18.15,30480,30480
12/19/2025,14.313,24.177,10.095,15.306,33131,50944,28125,27132,12694,17.555,30052,30052
12/22/2025,14.206,24.214,9.795,15.131,32631,50417,26780,27195,12517,17.515,29518,29518
12/23/2025,13.663,23.75,8.745,14.906,31631,49333,22120,26195,12183,17.15,27676,27676
12/24/2025,13.531,23.618,8.915,14.769,31125,48972,22415,25968,12194,17.08,27523,27523
12/25/2025,13.531,23.618,8.915,14.769,31125,48972,22415,25968,12194,17.08,27523,27523
12/26/2025,13.531,23.618,8.915,14.769,31125,48972,22415,25968,12194,17.08,27523,27523
12/29/2025,13.531,23.618,8.915,14.769,31125,48972,22415,25968,12194,17.08,27523,27523
12/30/2025,13.531,23.618,8.915,14.769,31125,48972,22415,25968,12194,17.08,27523,27523
12/31/2025,13.531,23.618,8.915,14.769,31125,48972,22415,25968,12194,17.08,27523,27523
1/1/2026,13.531,23.618,8.915,14.769,31125,48972,22415,25968,12194,17.08,27523,27523
1/2/2026,13.356,22.214,8.46,14.706,34469,53194,22623,26332,14956,16.38,24687,28190
1/5/2026,13.288,21.936,8.3,14.719,34281,53056,21545,26014,14672,16.255,24149,27652
1/6/2026,13.306,22.2,8.13,14.719,34050,52861,20582,26436,14633,16.335,23854,27357
1/7/2026,12.106,21.723,7.99,14.513,32938,51778,19982,25482,10567,15.885,22595,26098
1/8/2026,11.631,21.077,7.88,13.994,30325,49167,19336,24564,8630,15.495,21179,24682
1/9/2026,11.144,20.823,7.855,13.338,28344,48389,19136,24050,7496,15.343,20444,23947
1/12/2026,10.906,20.786,7.71,13.169,27219,48028,18523,23850,6472,15.235,19838,23341
1/13/2026,10.588,20.327,7.515,12.75,25438,45722,17773,22932,5561,15.005,18677,22180
1/14/2026,10.231,19.182,7.545,12.256,23813,43750,17895,20691,4694,14.405,17560,21063
1/15/2026,9.819,19.259,7.225,11.675,21938,41056,16355,20632,3389,14.17,16226,19729
1/16/2026,9.669,19.559,7.45,11.65,22344,41194,17000,21286,3206,14.285,16670,20173
1/19/2026,9.794,20.277,8.11,12.344,24156,41778,19627,22609,3433,14.515,18293,21796
1/20/2026,10.144,20.932,8.495,12.938,25344,44278,21586,23769,3789,15.08,19804,23307
1/21/2026,10.475,21.95,8.625,13.569,27031,47167,22377,25761,4472,15.664,21279,24782
1/22/2026,10.431,21.886,7.78,13.588,26875,47331,18836,25523,4461,15.63,19976,23479
1/23/2026,10.413,21.777,7.855,13.431,26344,46611,19318,25377,4378,15.595,19928,23431
